Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,VideoAmt,PhotoAmt,AdoptionSpeed,optimized_word_count,Fee_bins
1,6,307,0,2,2,0,0,2,1,2,2,2,2,1,0,5.0,4,78,0
1,9,307,213,2,1,2,7,2,2,1,1,1,1,1,0,7.0,2,156,0
2,2,264,276,3,2,6,7,1,2,1,1,2,1,3,0,4.0,1,87,0
1,12,307,141,2,7,0,0,2,1,3,3,1,1,1,0,2.0,3,50,0
2,4,292,265,2,1,2,7,2,2,2,1,1,1,1,0,10.0,3,8,1
1,1,307,0,1,1,2,6,2,2,2,2,2,1,3,0,3.0,3,26,0
1,36,205,0,2,2,7,0,1,3,1,1,1,1,1,0,1.0,1,169,0
1,24,141,307,1,1,2,0,2,2,3,3,3,1,1,0,1.0,4,16,0
2,3,265,0,2,1,2,6,2,2,1,1,2,1,1,0,5.0,1,131,2
2,2,264,0,1,1,0,0,1,2,2,1,2,1,1,0,1.0,4,40,2
1,1,307,0,2,2,7,0,2,1,3,3,2,1,1,0,3.0,2,14,0
1,4,307,0,2,2,7,0,2,2,1,1,2,1,1,0,2.0,3,11,0
2,12,292,0,1,2,5,0,3,1,2,1,2,2,1,0,3.0,3,22,0
2,8,266,0,2,1,0,0,2,1,1,1,2,1,1,0,1.0,3,49,0
2,3,266,0,3,2,7,0,1,1,2,2,2,1,4,0,4.0,0,100,0
2,5,292,266,1,2,0,0,1,1,1,1,1,1,1,0,5.0,1,27,0
2,2,266,0,1,3,5,7,2,1,2,1,2,1,1,0,4.0,1,99,0
2,2,266,265,2,2,3,7,2,1,3,3,3,1,1,0,3.0,3,17,0
2,1,266,0,1,1,2,7,1,1,2,1,2,1,4,0,5.0,2,48,0
1,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,5.0,1,2,0
2,12,266,0,1,1,2,3,2,1,2,2,2,1,1,0,3.0,4,44,0
1,1,307,0,1,1,4,0,2,1,3,3,2,1,1,0,1.0,2,10,0
2,5,265,265,2,1,6,7,2,2,2,2,2,1,3,0,4.0,2,23,1
1,1,307,0,2,1,2,0,2,1,2,2,2,1,1,0,1.0,1,17,1
2,2,266,266,2,1,0,0,2,1,2,2,2,1,3,0,4.0,2,16,0
2,12,266,0,1,1,5,6,2,1,2,1,2,1,2,0,4.0,2,19,0
2,1,266,0,1,2,7,0,1,1,2,2,2,1,1,0,4.0,4,24,0
2,3,265,285,2,1,4,7,2,2,2,1,2,1,1,0,4.0,3,22,1
2,6,264,0,1,1,0,0,2,3,2,2,2,1,1,0,1.0,2,9,0
1,24,178,0,2,5,0,0,1,3,1,1,2,1,1,0,5.0,2,50,5
1,36,307,141,2,1,0,0,2,1,2,2,2,1,1,0,2.0,4,27,0
2,3,266,0,2,1,7,0,2,2,2,2,2,1,1,0,3.0,1,92,0
2,18,266,0,2,1,3,7,2,1,3,3,2,1,1,0,1.0,4,114,0
2,0,265,292,3,1,4,5,2,2,1,1,1,1,3,0,3.0,0,8,0
1,2,307,307,2,2,7,0,2,1,2,2,2,1,1,0,1.0,2,11,0
1,12,141,109,2,1,3,0,3,2,1,1,1,1,1,0,6.0,2,56,0
2,4,264,0,3,1,0,0,1,3,2,2,2,1,2,0,4.0,1,28,1
2,1,266,0,2,2,5,6,2,1,2,2,2,1,1,0,1.0,3,40,0
2,2,265,0,3,1,2,7,2,1,3,3,3,1,4,0,1.0,4,4,0
1,5,78,307,2,1,2,0,2,2,1,1,1,1,1,0,5.0,3,25,0
1,2,307,307,2,1,7,0,2,2,2,1,2,1,1,0,5.0,2,2,0
1,2,307,307,1,2,3,5,1,1,2,2,3,1,3,0,1.0,3,11,0
1,1,307,307,3,1,2,0,2,1,2,2,2,1,6,0,4.0,2,44,0
1,3,307,0,3,1,2,5,2,1,2,2,3,1,6,0,4.0,4,60,1
2,14,265,0,1,1,5,7,3,2,2,2,2,1,1,0,5.0,3,35,0
1,4,307,0,1,1,7,0,2,1,1,1,1,1,1,0,4.0,1,43,0
1,12,307,0,2,2,0,0,2,2,1,1,1,1,1,0,4.0,4,20,0
1,6,307,0,2,1,0,0,2,1,1,1,1,1,1,0,2.0,2,19,0
1,15,169,0,2,7,0,0,3,2,1,1,3,1,1,0,2.0,2,72,3
2,18,264,0,2,1,0,0,3,3,1,1,2,1,1,0,2.0,2,40,5
1,3,307,307,1,2,7,0,2,1,1,1,2,1,1,0,2.0,4,8,0
2,6,266,0,1,1,7,0,2,1,2,2,2,1,1,0,3.0,2,29,0
2,36,266,0,2,2,5,7,1,1,1,1,1,1,1,0,2.0,4,111,2
2,2,266,0,2,2,3,6,2,2,2,1,2,1,1,0,7.0,2,25,0
1,1,307,307,2,3,0,0,2,1,2,2,2,1,1,0,1.0,4,14,0
1,1,307,307,2,1,2,7,2,1,2,2,2,1,1,0,5.0,2,51,0
1,12,307,0,1,2,0,0,3,2,1,1,3,1,1,0,3.0,4,72,0
2,1,254,0,3,1,6,7,1,1,2,2,2,1,4,0,4.0,1,47,0
1,48,307,0,2,5,0,0,2,1,1,1,1,1,1,0,4.0,4,36,0
1,1,307,307,2,2,6,7,2,1,2,1,2,1,6,1,13.0,3,114,1
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,1.0,2,17,1
2,8,288,276,2,2,5,7,2,3,2,2,2,1,1,0,4.0,0,26,0
1,1,307,0,1,7,0,0,1,1,2,2,2,1,4,0,4.0,1,39,0
2,3,266,0,2,5,6,7,1,1,2,1,2,1,1,0,5.0,3,21,0
1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,2.0,3,45,0
1,1,307,0,3,1,2,7,2,2,2,2,2,1,6,0,1.0,3,25,0
2,8,292,266,1,1,7,0,2,2,1,1,1,1,1,0,4.0,1,161,0
2,12,292,0,1,6,7,0,2,1,1,1,1,1,1,0,1.0,3,14,0
2,1,265,0,3,1,6,7,1,2,2,2,2,1,2,0,4.0,2,5,0
2,1,266,0,2,1,2,0,2,1,2,2,2,1,1,0,1.0,1,20,0
2,2,266,264,2,7,0,0,1,1,2,2,2,1,1,0,4.0,1,62,0
1,2,307,0,2,5,0,0,2,1,2,2,2,1,1,0,1.0,4,27,0
1,3,307,0,2,3,0,0,1,1,1,1,2,1,1,0,1.0,1,103,0
2,3,306,247,1,1,2,7,2,1,2,2,3,1,2,0,1.0,4,55,0
1,1,307,0,1,1,2,7,1,2,2,2,2,1,1,0,2.0,2,4,0
2,2,247,0,1,6,7,0,1,2,2,1,2,1,1,0,5.0,1,51,0
1,36,307,0,2,2,0,0,2,1,2,2,3,1,1,0,3.0,2,46,0
2,1,266,0,3,1,2,7,1,1,2,2,2,1,5,0,5.0,3,15,0
1,2,307,218,1,2,7,0,2,2,1,1,2,1,1,0,3.0,1,42,0
2,11,266,266,1,1,2,3,3,1,1,3,3,1,1,0,0.0,4,7,0
1,2,307,49,1,7,0,0,2,2,1,1,1,1,1,0,7.0,3,23,0
1,36,207,0,1,2,5,7,2,2,3,3,3,1,1,0,3.0,4,21,0
2,36,266,0,2,1,5,7,2,1,1,1,1,1,1,0,1.0,3,88,0
1,2,307,0,1,4,0,0,2,1,1,1,2,1,1,0,4.0,2,38,0
2,2,266,0,3,1,2,0,2,1,2,1,2,1,2,0,5.0,3,13,0
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,1.0,3,16,1
2,6,285,276,1,4,0,0,2,3,2,2,2,1,1,0,3.0,2,9,3
2,8,243,0,1,3,7,0,2,2,2,2,1,1,1,0,2.0,4,3,2
1,36,307,0,1,2,0,0,2,2,1,1,1,1,1,0,5.0,0,46,0
2,10,306,254,3,1,3,7,2,1,1,1,1,1,2,0,5.0,3,31,2
1,1,307,0,2,1,7,0,3,1,2,2,2,1,1,0,1.0,3,23,0
2,1,266,0,1,5,7,0,1,1,2,2,2,1,1,0,3.0,2,49,1
1,36,307,0,2,1,2,0,2,1,2,2,1,1,1,0,2.0,4,32,0
1,5,307,0,2,2,5,7,2,2,2,1,2,1,1,0,1.0,4,8,0
1,4,307,0,3,2,3,7,2,1,1,1,2,1,3,0,1.0,2,22,0
2,10,266,0,2,1,2,6,2,1,1,1,1,1,1,0,2.0,3,31,0
2,1,266,0,2,1,5,7,2,1,2,2,2,1,2,0,1.0,1,19,0
1,48,307,190,1,2,7,0,3,1,1,1,1,1,1,0,10.0,4,76,0
1,10,213,0,1,7,0,0,1,2,1,1,2,1,1,0,0.0,4,6,0
1,1,307,0,3,1,2,5,2,1,2,2,2,1,6,0,13.0,2,56,0
2,1,288,271,2,2,7,0,3,3,2,2,2,1,1,0,0.0,0,12,0
1,18,189,0,2,1,2,0,4,2,1,1,1,1,1,0,4.0,1,39,0
2,8,276,285,1,3,4,0,2,3,1,1,2,1,1,0,5.0,2,20,2
2,6,266,0,1,1,0,0,2,1,2,2,2,1,1,0,2.0,4,22,0
1,2,307,0,3,1,5,0,2,1,2,1,2,1,3,0,4.0,1,14,0
2,5,304,0,1,7,0,0,2,2,2,2,2,1,1,0,1.0,2,5,0
1,3,307,307,1,1,2,0,3,1,1,1,2,1,1,0,3.0,2,8,0
1,2,307,0,1,1,2,0,2,2,2,1,2,1,1,0,4.0,1,23,1
2,2,266,0,2,4,7,0,2,1,2,2,2,1,1,0,7.0,2,4,0
2,2,265,0,3,5,6,0,2,2,2,2,2,1,3,0,4.0,4,21,0
1,9,307,307,2,2,0,0,2,1,1,1,1,1,1,0,3.0,4,64,0
1,0,307,0,1,1,0,0,1,1,3,3,3,1,1,0,3.0,4,22,0
1,48,179,0,1,7,0,0,2,2,1,3,2,1,1,0,1.0,2,30,0
2,36,254,0,2,1,4,7,2,2,1,1,1,1,1,0,10.0,4,51,0
1,5,307,0,2,3,5,0,2,1,1,1,1,1,1,0,4.0,3,37,0
2,3,266,265,1,1,7,0,1,1,1,1,2,1,1,0,4.0,1,18,1
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,7.0,3,31,0
2,4,266,0,1,1,0,0,1,1,2,1,2,1,1,0,4.0,4,22,0
1,48,78,0,2,2,0,0,3,1,1,1,1,1,1,0,2.0,3,60,2
1,60,307,0,2,2,7,0,2,2,1,1,1,1,1,0,4.0,3,152,0
1,6,307,0,2,7,0,0,2,1,3,3,3,1,1,0,3.0,4,23,0
1,84,307,307,2,5,7,0,2,2,1,1,3,1,1,0,4.0,3,38,0
1,1,307,0,3,1,5,7,2,1,2,1,2,1,4,0,7.0,2,20,0
2,1,266,266,3,1,6,7,2,1,2,2,2,1,3,0,3.0,1,32,0
1,2,307,0,2,4,5,0,2,1,2,1,2,1,1,0,1.0,4,12,0
2,12,241,266,1,2,0,0,2,1,1,1,1,1,1,0,3.0,3,12,0
2,3,265,0,2,7,0,0,2,2,2,2,2,1,1,0,1.0,4,33,0
1,24,218,58,1,1,2,7,2,3,1,1,1,1,2,0,1.0,4,24,4
2,1,266,0,3,2,5,7,1,1,2,2,2,1,4,0,5.0,4,5,0
2,3,266,0,2,4,7,0,2,1,2,1,2,1,1,0,9.0,4,57,0
1,108,20,0,1,1,2,7,2,2,1,2,2,1,1,0,4.0,1,115,0
2,2,266,266,1,2,5,0,2,1,1,1,2,1,1,0,4.0,1,37,0
1,5,307,0,2,2,0,0,2,1,1,1,2,1,1,0,2.0,3,24,0
1,2,307,0,3,1,2,3,2,2,1,1,2,1,6,0,5.0,3,29,0
1,2,307,0,3,2,4,0,2,1,2,2,3,1,2,0,3.0,3,12,0
1,2,307,0,2,2,0,0,2,2,3,1,2,1,1,0,2.0,4,3,0
1,1,307,0,1,1,2,0,2,2,3,3,2,1,1,0,3.0,2,12,0
1,24,307,0,1,1,2,0,2,1,1,1,2,1,1,0,1.0,4,59,0
1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,4.0,3,7,0
2,12,266,266,3,1,4,7,2,1,1,1,1,1,2,0,3.0,2,20,0
1,12,179,0,1,5,0,0,1,2,2,2,2,1,1,0,3.0,1,4,0
2,6,266,0,3,1,2,7,2,1,2,2,2,1,3,0,3.0,4,21,0
2,5,266,0,1,5,0,0,2,1,1,1,1,1,1,0,11.0,2,39,0
1,24,117,307,2,2,0,0,2,1,1,1,1,1,1,0,3.0,4,41,0
2,12,266,0,3,1,2,6,3,1,1,1,1,2,2,0,8.0,2,48,0
2,6,292,0,1,2,5,0,1,2,2,1,1,1,1,0,5.0,1,10,0
2,2,266,0,2,6,7,0,2,1,1,1,2,1,1,0,2.0,4,12,0
1,24,307,0,2,1,0,0,2,1,1,1,1,1,1,0,3.0,4,20,0
2,24,266,0,1,4,7,0,2,1,2,2,2,2,1,0,2.0,4,62,0
1,1,307,0,1,2,0,0,3,2,3,1,2,1,1,0,4.0,1,12,0
1,2,307,0,3,1,2,7,2,2,1,1,2,1,6,0,5.0,2,11,0
2,2,299,0,2,1,7,0,2,1,2,2,2,1,1,0,5.0,2,12,0
1,17,70,307,2,1,7,0,2,2,3,3,3,1,1,0,3.0,1,32,0
2,3,266,299,2,2,6,0,2,1,2,2,2,1,1,0,9.0,0,101,0
1,2,307,0,2,1,7,0,2,2,1,1,2,1,1,0,3.0,2,28,0
1,15,307,307,1,1,2,7,2,1,1,1,1,2,1,0,3.0,4,19,0
1,5,307,307,3,1,5,7,2,1,1,1,2,1,2,0,5.0,4,45,0
1,3,141,192,2,2,7,0,3,1,1,1,2,1,1,0,5.0,3,17,0
2,2,266,0,1,2,0,0,1,1,2,2,2,1,1,0,2.0,1,5,1
1,1,307,307,1,1,2,7,2,1,1,1,2,1,1,0,4.0,2,42,2
2,12,266,0,3,1,3,6,1,1,2,2,2,1,5,0,6.0,1,58,0
2,0,266,0,3,1,6,7,1,1,3,3,3,1,4,0,5.0,1,37,0
1,4,307,307,2,7,0,0,1,1,3,1,1,1,1,0,2.0,4,9,0
2,2,266,0,3,1,7,0,2,2,2,2,2,1,4,0,1.0,3,16,0
2,1,299,266,3,4,5,7,2,1,2,2,2,1,2,0,2.0,1,37,0
1,1,307,0,3,2,5,7,2,1,2,1,2,1,4,0,4.0,3,31,0
2,2,266,0,1,3,0,0,2,1,2,1,2,1,1,1,7.0,1,37,0
2,60,289,0,1,6,0,0,3,2,1,1,1,1,1,0,13.0,2,94,5
2,2,266,0,2,1,5,7,2,1,2,2,2,1,1,0,2.0,2,17,0
2,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,2.0,4,1,0
2,3,266,299,1,1,6,7,2,1,2,2,2,1,1,0,7.0,2,55,0
1,1,307,0,3,1,7,0,1,2,2,2,2,1,2,0,1.0,2,33,0
1,9,307,0,2,5,0,0,2,1,2,2,1,1,1,0,9.0,3,40,0
1,2,307,0,1,1,2,0,2,1,2,2,2,1,1,0,3.0,1,15,0
1,60,69,0,1,3,5,0,2,3,1,1,1,1,1,0,3.0,1,37,4
2,2,251,268,1,1,0,0,1,2,2,2,2,1,1,0,0.0,4,6,0
2,1,266,0,3,2,3,7,2,1,2,2,2,1,4,0,4.0,3,21,0
2,2,254,0,2,1,2,7,2,2,2,2,2,1,1,0,4.0,3,39,0
2,4,266,0,2,2,3,6,1,1,2,2,2,1,1,0,4.0,3,17,0
2,2,243,0,2,6,0,0,2,1,2,2,2,1,1,0,1.0,1,54,1
1,5,307,0,3,3,0,0,2,1,1,1,2,1,2,1,6.0,3,10,0
1,1,307,0,2,2,0,0,2,1,1,1,1,1,1,0,2.0,2,33,0
2,4,264,285,2,1,3,7,1,3,2,1,2,1,1,0,2.0,4,57,5
1,24,307,307,1,4,0,0,2,3,3,3,3,1,1,0,1.0,4,17,0
1,5,307,0,1,2,7,0,2,1,3,1,2,1,1,0,2.0,4,18,0
2,2,299,0,3,2,0,0,2,2,2,2,2,1,2,0,3.0,2,14,0
2,3,266,299,1,1,6,7,2,1,1,1,2,1,1,0,8.0,3,273,0
1,1,307,0,1,2,7,0,2,2,2,2,2,1,1,0,2.0,2,15,0
1,10,307,0,1,1,0,0,2,1,1,1,1,1,1,0,6.0,1,4,0
2,2,254,265,1,1,4,7,2,2,2,1,2,1,1,0,12.0,4,171,0
1,14,307,0,1,3,0,0,2,2,2,3,3,1,1,0,2.0,4,8,0
1,5,307,0,3,1,2,7,1,1,2,2,2,1,4,0,5.0,4,38,1
1,5,26,307,2,1,2,0,2,2,1,3,1,1,1,0,3.0,2,27,0
1,120,169,0,2,6,7,0,1,2,3,3,1,1,1,0,5.0,2,50,0
2,9,266,0,1,1,7,0,2,1,2,1,2,1,1,1,9.0,3,9,0
2,41,283,0,2,1,7,0,3,2,1,1,1,1,1,0,5.0,4,96,0
2,1,265,266,3,1,6,7,1,2,2,2,2,1,2,0,13.0,1,76,0
1,2,307,307,1,1,2,0,2,1,1,1,2,1,4,0,4.0,2,12,0
2,2,266,0,1,3,5,0,2,1,2,2,2,1,1,0,2.0,3,34,0
1,12,307,0,3,1,2,7,3,2,2,2,2,1,6,0,5.0,4,12,1
1,1,307,307,2,1,2,0,1,1,2,2,1,1,1,0,2.0,3,18,0
1,2,307,0,2,2,7,0,2,1,1,1,2,1,5,0,5.0,4,32,0
2,1,266,0,3,1,2,7,1,1,2,2,2,1,4,0,10.0,2,2,0
2,0,299,266,1,3,4,0,2,1,2,1,2,1,1,0,13.0,1,54,0
2,6,265,0,1,2,0,0,1,3,2,2,2,1,1,0,3.0,2,32,0
1,5,307,0,2,1,7,0,1,1,2,2,2,1,2,0,3.0,4,34,0
2,3,266,0,2,1,6,7,2,1,1,1,2,1,1,0,9.0,3,68,0
2,1,266,266,3,6,0,0,1,1,2,2,2,1,3,0,4.0,4,9,0
2,2,266,0,1,7,0,0,2,2,1,1,2,1,1,0,1.0,2,20,0
2,2,266,0,2,1,2,7,2,1,2,1,3,1,1,0,4.0,3,133,0
1,5,307,0,2,2,5,0,3,2,2,1,2,1,1,0,2.0,1,3,0
1,9,307,0,2,2,0,0,2,1,1,1,1,1,1,0,1.0,4,32,0
1,39,307,0,1,1,7,0,2,1,1,1,2,1,1,0,5.0,2,16,0
2,2,266,0,2,1,7,0,1,1,2,1,2,2,1,0,2.0,1,24,0
1,24,307,307,2,2,7,0,3,1,2,2,3,1,1,0,3.0,4,42,0
2,5,265,0,3,1,4,6,2,2,2,2,2,1,3,0,3.0,4,16,0
1,2,109,307,2,1,2,5,2,2,1,1,2,1,4,0,13.0,0,16,0
1,1,307,0,2,2,0,0,3,1,2,1,2,2,1,0,3.0,4,58,0
1,1,213,307,3,1,2,7,2,2,2,1,2,1,2,0,13.0,2,77,0
1,36,189,0,2,1,2,0,2,1,2,1,1,1,1,0,2.0,1,22,0
1,76,307,0,1,2,5,7,2,1,1,1,1,1,1,0,1.0,4,43,0
1,24,307,0,2,2,7,0,2,1,2,2,2,1,1,0,3.0,3,26,0
2,2,285,0,2,6,0,0,2,3,1,1,2,1,1,0,2.0,2,25,5
1,3,307,0,2,1,2,7,2,1,2,2,2,1,2,0,3.0,2,8,0
2,24,266,0,2,1,4,7,2,1,1,1,1,1,1,0,5.0,3,15,1
1,3,307,0,2,2,5,0,2,1,1,1,2,1,1,0,4.0,2,24,0
1,36,307,0,2,7,0,0,1,2,1,1,1,1,1,0,5.0,3,100,0
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,1.0,1,2,0
2,18,266,0,1,1,2,3,2,1,2,2,2,1,1,0,2.0,4,40,0
2,1,299,0,3,2,5,7,1,1,2,2,2,2,4,0,1.0,1,83,0
2,4,266,0,1,1,0,0,2,1,2,2,2,1,1,0,2.0,1,8,0
2,10,247,0,1,1,3,0,1,1,1,1,1,1,1,0,3.0,2,51,0
1,42,20,0,1,2,0,0,2,1,2,2,2,1,1,0,5.0,1,69,0
1,6,307,0,1,1,2,7,2,1,1,1,1,1,1,0,11.0,2,30,3
1,84,207,0,1,1,2,7,2,1,1,1,1,1,1,0,2.0,3,16,0
2,2,266,0,1,7,0,0,2,1,2,2,2,1,1,0,3.0,2,2,1
1,4,307,0,2,4,0,0,1,2,2,1,1,1,1,0,8.0,3,41,0
1,12,307,0,2,2,0,0,2,2,3,3,1,2,1,0,3.0,4,66,0
2,18,266,0,3,4,0,0,3,1,2,2,2,1,5,0,1.0,3,74,0
1,36,195,0,2,1,7,0,1,1,1,1,1,1,1,0,2.0,4,18,0
2,3,263,0,1,1,7,0,2,1,1,1,2,1,2,0,4.0,2,83,0
2,2,254,0,3,1,2,7,2,1,2,1,2,1,3,0,5.0,4,10,0
1,1,307,0,1,2,4,0,2,2,2,2,2,1,1,0,2.0,1,13,1
2,15,292,0,2,7,0,0,2,1,2,2,3,1,1,0,1.0,4,9,0
1,36,200,0,2,2,0,0,2,1,3,3,3,1,1,0,1.0,4,5,5
2,12,266,0,2,1,2,7,2,1,2,2,2,1,1,0,1.0,4,13,0
1,2,307,0,2,1,7,0,3,1,3,3,2,1,1,0,2.0,3,16,0
1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,3.0,1,45,0
2,1,266,0,3,1,6,7,1,1,2,2,2,1,4,0,3.0,1,5,0
1,1,307,307,2,1,2,7,2,1,1,1,3,1,6,0,11.0,4,3,0
2,2,285,265,1,6,7,0,2,3,2,1,2,1,1,0,6.0,0,93,3
1,1,307,307,1,2,0,0,2,2,2,1,2,1,1,0,3.0,1,2,0
2,2,265,0,2,6,0,0,2,2,1,1,2,1,1,0,5.0,3,85,2
2,2,299,0,1,4,6,0,2,2,2,1,2,1,2,0,3.0,4,19,2
1,5,307,0,2,2,5,7,2,2,2,2,2,1,1,0,1.0,4,3,0
1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,0,2.0,2,62,0
2,3,266,0,1,1,7,0,2,1,3,3,3,1,1,0,2.0,2,8,0
2,12,303,0,2,2,5,7,2,1,2,2,1,1,1,0,3.0,2,63,0
1,3,307,0,2,4,0,0,2,1,1,1,1,1,1,0,5.0,4,18,0
1,5,307,0,1,5,0,0,2,1,3,3,3,1,1,1,10.0,2,86,0
1,16,205,0,1,1,2,7,1,1,1,1,2,1,1,0,4.0,1,24,5
1,2,307,307,1,7,0,0,2,1,2,1,2,1,1,0,1.0,2,19,0
1,24,218,307,1,1,0,0,2,2,3,3,1,1,1,0,5.0,3,42,0
2,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,10.0,2,67,0
2,6,266,0,2,3,4,5,2,1,1,1,2,1,1,0,1.0,4,18,0
1,3,307,0,1,2,7,0,2,2,1,1,2,1,1,0,2.0,3,9,0
1,3,307,307,2,1,0,0,2,1,2,2,3,1,2,0,5.0,4,5,0
1,1,179,307,3,1,2,0,2,2,2,2,2,1,5,0,0.0,3,3,0
2,2,266,266,3,1,2,3,2,1,2,2,2,1,3,0,1.0,3,23,0
2,12,266,0,2,1,0,0,2,2,3,3,3,1,1,0,6.0,4,107,0
1,2,307,0,2,2,3,0,1,1,2,1,3,1,1,0,3.0,2,56,0
1,5,307,0,1,1,2,6,2,1,2,2,2,1,1,0,2.0,3,13,0
1,1,307,0,2,5,0,0,2,1,1,1,2,1,1,0,1.0,2,20,0
2,5,266,266,1,1,7,0,3,1,3,3,3,1,1,0,13.0,1,27,0
2,2,266,266,3,1,6,0,2,2,2,2,2,1,4,0,3.0,3,6,0
2,5,282,0,2,6,7,0,2,2,3,3,3,1,1,0,2.0,1,2,0
2,6,285,264,2,3,6,7,1,3,1,1,2,1,2,0,4.0,2,42,5
1,2,307,0,2,6,7,0,2,1,2,2,2,1,1,0,1.0,2,16,1
1,2,307,218,2,2,0,0,2,2,1,1,2,1,1,0,4.0,1,42,0
1,1,307,0,1,1,2,0,2,1,2,2,2,1,4,0,13.0,4,43,0
2,2,266,0,1,1,7,0,2,1,2,2,2,1,1,0,6.0,3,50,0
1,1,307,307,3,1,2,7,1,1,2,2,2,1,6,0,5.0,2,26,0
2,8,247,0,1,3,0,0,2,2,3,3,3,1,1,0,1.0,1,8,0
2,24,290,0,2,5,6,0,1,1,1,1,1,1,2,0,1.0,2,365,5
1,1,307,0,2,1,0,0,2,1,2,1,2,1,1,0,6.0,1,3,0
1,1,307,0,1,1,2,7,2,2,2,2,2,1,1,0,3.0,2,31,0
1,1,307,0,1,2,0,0,2,1,2,2,2,1,1,0,2.0,1,11,1
1,14,307,72,2,1,2,0,2,2,3,3,1,1,1,0,5.0,1,61,4
2,3,266,0,2,6,7,0,1,2,2,1,2,1,1,0,1.0,0,4,0
1,3,224,307,1,1,2,7,2,2,2,1,2,1,1,0,5.0,1,26,0
2,14,276,285,1,5,0,0,3,3,1,1,2,1,1,0,3.0,1,7,5
2,1,284,295,2,1,7,0,1,1,2,2,2,1,1,0,1.0,4,51,0
1,1,307,0,3,1,2,5,2,1,2,2,2,1,4,0,5.0,1,45,0
1,2,307,0,2,1,2,7,2,1,3,3,2,1,1,0,3.0,2,16,0
2,2,266,0,3,1,4,7,1,1,2,2,2,1,4,0,4.0,3,49,0
1,81,119,307,1,1,7,0,2,2,2,1,2,1,1,0,1.0,3,45,0
2,24,266,266,1,5,0,0,3,1,1,1,2,3,1,0,11.0,3,199,0
1,3,307,0,3,1,2,7,2,2,2,2,2,1,6,0,0.0,2,42,0
2,8,266,0,2,2,6,7,2,1,2,1,2,1,1,0,2.0,4,26,0
1,2,307,0,3,1,7,0,2,1,2,1,2,1,2,0,9.0,3,35,0
1,12,307,0,2,4,5,0,2,2,1,1,1,1,1,0,1.0,2,40,0
2,4,299,0,1,4,7,0,2,1,1,1,3,1,1,0,2.0,3,8,0
2,18,266,0,2,1,2,7,2,1,1,1,2,1,1,0,3.0,4,62,0
2,5,266,0,1,1,0,0,2,1,3,3,2,1,1,0,1.0,4,13,0
1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,5.0,2,49,0
2,2,264,264,2,1,2,4,3,3,2,1,3,1,1,0,3.0,1,31,0
1,2,307,0,1,1,2,4,2,2,1,1,2,1,1,0,7.0,2,16,0
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,1.0,2,16,0
1,1,307,0,2,1,2,7,2,1,1,3,3,1,2,0,3.0,3,48,1
1,2,307,307,3,1,2,5,2,1,2,2,2,1,5,0,13.0,4,73,3
1,1,307,307,3,1,2,7,2,1,2,2,2,1,5,0,10.0,2,47,0
2,5,265,0,2,5,6,0,2,1,2,2,2,1,2,0,2.0,4,5,0
1,12,152,307,1,1,0,0,2,1,2,1,1,1,1,0,2.0,2,39,0
1,1,307,0,2,1,2,0,2,1,2,1,2,1,1,0,2.0,4,68,0
1,3,307,103,1,1,0,0,2,2,1,1,2,1,1,0,5.0,2,3,0
2,4,299,0,1,1,2,7,2,1,1,1,3,1,1,0,3.0,4,130,0
1,8,307,0,2,2,0,0,2,2,1,1,2,2,1,0,2.0,2,12,0
1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,2.0,3,68,5
2,2,266,0,2,1,7,0,1,1,2,1,2,1,1,0,3.0,1,9,0
2,1,292,0,2,2,6,7,1,2,2,2,2,1,1,0,5.0,3,48,0
2,3,266,0,2,4,7,0,2,1,1,1,2,1,1,0,2.0,2,1,0
1,2,307,0,3,1,0,0,2,1,3,3,3,1,6,0,1.0,4,10,0
2,24,247,292,2,6,0,0,3,2,3,1,1,1,1,0,1.0,4,14,3
1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,5.0,1,53,0
1,2,307,0,1,1,2,7,1,1,1,1,2,1,1,0,2.0,4,10,0
1,1,307,0,2,1,2,0,2,1,1,1,3,1,1,0,4.0,2,14,0
2,3,265,0,2,5,6,7,2,2,1,2,2,1,1,0,5.0,2,66,0
2,2,266,0,1,2,5,7,2,1,2,2,2,1,1,0,2.0,3,21,0
2,5,256,0,3,6,0,0,2,2,2,3,3,1,5,0,0.0,4,7,0
1,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,9.0,3,30,0
